,Date,Open,High,Low,Close,Volume
40,2014-06-11,15436.0,15660.0,15367.6,15450.5,0
41,2014-06-12,15456.2,15518.8,15293.4,15464.8,0
42,2014-06-13,15506.8,15599.8,15083.9,15106.9,0
43,2014-06-16,15055.2,15091.3,14858.9,15030.0,0
44,2014-06-17,14982.3,15393.8,14933.2,15373.2,0
45,2014-06-18,15369.5,15461.5,15128.5,15220.4,0
46,2014-06-19,15282.0,15332.8,14976.2,15067.4,0
47,2014-06-20,15064.5,15195.5,14978.5,14997.7,0
48,2014-06-23,15014.2,15148.0,14940.3,15076.3,0
49,2014-06-24,15142.3,15342.0,15142.3,15309.5,0
50,2014-06-25,15321.0,15321.0,15221.2,15237.8,0
51,2014-06-26,15247.1,15333.2,15020.7,15050.0,0
52,2014-06-27,15092.2,15117.2,14946.8,14992.3,0
53,2014-06-30,15059.1,15330.0,15059.1,15241.9,0
54,2014-07-01,15288.8,15365.7,15261.2,15321.3,0
55,2014-07-02,15464.5,15519.3,15414.8,15490.3,0
56,2014-07-03,15512.8,15554.7,15431.5,15451.7,0
57,2014-07-04,15458.8,15582.7,15305.0,15556.2,0
58,2014-07-07,15589.5,15592.8,15349.2,15367.6,0
59,2014-07-08,15437.4,15437.4,14889.3,14997.5,0
60,2014-07-09,15008.2,15093.5,14827.1,14931.1,0
61,2014-07-10,14940.0,15371.0,14622.0,14821.7,0
62,2014-07-11,14796.9,14918.8,14406.7,14447.2,0
63,2014-07-14,14508.1,14561.8,14338.7,14489.8,0
64,2014-07-15,14601.8,14919.5,14601.8,14891.9,0
65,2014-07-16,15034.0,15299.8,15006.5,15265.5,0
66,2014-07-17,15259.0,15302.0,15156.0,15269.0,0
67,2014-07-18,15169.0,15463.2,15089.3,15389.3,0
68,2014-07-21,15510.0,15554.9,15355.3,15386.0,0
69,2014-07-22,15440.3,15473.3,15306.3,15427.3,0
70,2014-07-23,15513.5,15626.9,15398.7,15463.0,0
71,2014-07-24,15471.3,15559.1,15410.2,15534.3,0
72,2014-07-25,15494.8,15571.9,15272.5,15322.2,0
73,2014-07-28,15399.5,15403.9,15162.0,15212.2,0
74,2014-07-30,15256.2,15470.6,15184.7,15452.4,0
75,2014-07-31,15447.9,15499.5,15233.0,15267.6,0
76,2014-08-01,15137.6,15417.2,15096.1,15127.8,0
77,2014-08-04,15242.2,15326.2,15128.1,15242.3,0
78,2014-08-05,15283.6,15343.5,15105.9,15293.2,0
79,2014-08-06,15209.0,15239.3,14983.5,15008.7,0
80,2014-08-07,15004.8,15135.1,14956.8,14986.8,0
81,2014-08-08,14831.8,14859.0,14709.1,14765.8,0
82,2014-08-11,14858.8,14896.9,14807.0,14846.8,0
83,2014-08-12,14943.8,15078.1,14850.2,15056.7,0
84,2014-08-13,15007.2,15078.3,14843.8,14910.9,0
85,2014-08-14,14954.2,15144.8,14940.3,15089.7,0
86,2014-08-18,15099.7,15465.0,15068.3,15439.8,0
87,2014-08-19,15507.0,15624.3,15469.8,15524.7,0
88,2014-08-20,15566.8,15566.8,15448.9,15481.7,0
89,2014-08-21,15475.5,15722.0,15462.5,15662.2,0
90,2014-08-22,15699.0,15865.3,15696.3,15819.2,0
91,2014-08-25,15817.5,15973.3,15625.5,15669.0,0
92,2014-08-26,15530.7,15674.5,15503.4,15624.1,0
93,2014-08-27,15745.6,15758.8,15669.0,15717.7,0
94,2014-08-28,15758.0,15794.6,15688.2,15740.4,0
95,2014-09-01,15790.2,16060.2,15790.2,16012.8,0
96,2014-09-02,16049.8,16170.8,16047.3,16130.5,0
97,2014-09-03,16208.5,16208.5,16048.1,16110.0,0
98,2014-09-04,16102.9,16114.8,15926.7,16033.5,0
99,2014-09-05,16030.5,16111.0,15891.8,15982.5,0
100,2014-09-08,16084.2,16222.5,16049.2,16206.7,0
101,2014-09-09,16171.8,16199.1,16085.7,16156.8,0
102,2014-09-10,16173.5,16190.5,16053.9,16151.8,0
103,2014-09-11,16197.3,16309.7,16166.8,16204.2,0
104,2014-09-12,16208.0,16278.7,16145.7,16254.2,0
105,2014-09-15,16158.7,16239.7,16106.0,16167.5,0
106,2014-09-16,16160.7,16169.6,15814.7,15844.1,0
107,2014-09-17,15926.8,15937.3,15799.7,15838.6,0
108,2014-09-18,15778.8,16173.8,15770.8,16156.8,0
109,2014-09-19,16197.5,16197.5,16064.6,16152.2,0
110,2014-09-22,16052.5,16272.3,16021.2,16194.5,0
111,2014-09-23,16194.4,16240.5,15894.5,15902.8,0
112,2014-09-24,15883.5,15954.5,15625.8,15740.3,0
113,2014-09-25,15690.5,15734.1,15213.3,15299.0,0
114,2014-09-26,15262.9,15666.4,15168.4,15607.2,0
115,2014-09-29,15636.5,15636.5,15420.8,15473.5,0
116,2014-09-30,15441.3,15596.1,15336.7,15392.2,0
117,2014-10-01,15370.7,15377.6,15271.0,15316.2,0
118,2014-10-07,15214.2,15344.6,15157.7,15180.2,0
119,2014-10-08,15130.3,15371.8,15130.3,15344.0,0
120,2014-10-09,15434.3,15795.7,15434.3,15741.2,0
121,2014-10-10,15603.5,15628.8,15439.3,15453.8,0
122,2014-10-13,15360.7,15705.7,15301.7,15677.5,0
123,2014-10-14,15791.0,15843.7,15560.2,15751.5,0
124,2014-10-16,15690.3,15836.2,15477.0,15541.6,0
125,2014-10-17,15617.3,15973.5,15603.5,15929.8,0
126,2014-10-20,16259.7,16297.2,16157.0,16216.6,0
127,2014-10-21,16282.0,16452.8,16269.0,16427.2,0
128,2014-10-22,16570.4,16572.5,16365.6,16444.7,0
129,2014-10-23,16508.4,16524.9,16444.1,16470.1,0
130,2014-10-27,16538.9,16664.3,16470.8,16556.6,0
131,2014-10-28,16607.5,16702.3,16607.5,16667.0,0
132,2014-10-29,16770.2,16770.2,16596.2,16634.1,0
133,2014-10-30,16606.5,16776.3,16561.3,16760.1,0
134,2014-10-31,16812.4,17060.2,16783.7,17045.1,0
135,2014-11-03,17087.0,17168.4,16934.8,17134.1,0
136,2014-11-05,17201.4,17425.2,17157.8,17352.9,0
137,2014-11-07,17366.8,17383.6,17202.2,17347.1,0
138,2014-11-10,17364.7,17412.0,17203.0,17262.4,0
139,2014-11-11,17266.2,17434.2,17220.4,17390.2,0
140,2014-11-12,17461.4,17635.9,17453.4,17587.1,0
141,2014-11-13,17645.3,17651.0,17389.7,17453.0,0
142,2014-11-14,17460.6,17601.2,17410.5,17576.8,0
143,2014-11-17,17571.7,17676.6,17469.2,17640.4,0
144,2014-11-18,17672.8,17750.2,17601.2,17702.6,0
145,2014-11-19,17739.2,17745.7,17557.1,17585.7,0
146,2014-11-20,17649.3,17681.8,17546.7,17645.1,0
147,2014-11-21,17767.8,18139.9,17716.7,18056.3,0
148,2014-11-24,18128.6,18313.1,18119.7,18281.9,0
149,2014-11-25,18261.9,18261.9,17992.5,18037.1,0
150,2014-11-26,17914.3,18128.2,17890.8,17975.9,0
151,2014-11-27,17988.7,18054.7,17898.4,18022.5,0
152,2014-11-28,18082.4,18615.4,18082.4,18513.2,0
153,2014-12-01,18586.9,18676.1,18497.0,18525.3,0
154,2014-12-02,18434.8,18601.8,18301.0,18555.8,0
155,2014-12-03,18549.8,18723.7,18518.0,18645.8,0
156,2014-12-04,18758.8,18793.2,18575.3,18782.8,0
157,2014-12-05,18827.6,18875.4,18706.2,18756.8,0
158,2014-12-08,18804.9,18804.9,18486.6,18510.1,0
159,2014-12-09,18499.9,18585.3,18248.1,18290.7,0
160,2014-12-10,18183.1,18532.9,18183.1,18462.9,0
161,2014-12-11,18427.5,18529.7,18218.4,18405.0,0
162,2014-12-12,18413.7,18501.8,18236.6,18299.8,0
163,2014-12-15,18176.7,18470.1,18157.2,18372.7,0
164,2014-12-16,18249.0,18308.9,17776.3,17830.6,0
165,2014-12-17,17762.2,18051.8,17502.4,17865.8,0
166,2014-12-18,18238.0,18356.3,18109.3,18326.6,0
167,2014-12-19,18545.7,18563.6,18413.8,18478.9,0
168,2014-12-22,18562.3,18801.2,18424.0,18747.3,0
169,2014-12-23,18746.8,18923.6,18558.5,18603.8,0
170,2014-12-24,18582.8,18709.2,18493.3,18535.3,0
171,2014-12-26,18602.6,18681.8,18448.6,18557.2,0
172,2014-12-29,18589.6,18700.7,18501.1,18528.3,0
173,2014-12-30,18573.2,18671.9,18428.1,18647.6,0
174,2014-12-31,18659.6,18774.2,18659.6,18736.7,0
175,2015-01-01,18728.2,18781.6,18638.8,18750.4,0
176,2015-01-02,18752.2,19118.8,18752.2,19057.8,0
177,2015-01-05,19155.2,19166.0,18987.7,19017.4,0
178,2015-01-06,18874.6,18874.6,18388.3,18430.8,0
179,2015-01-07,18382.6,18482.1,18211.5,18304.2,0
180,2015-01-08,18587.1,18752.3,18486.2,18701.4,0
181,2015-01-09,18845.9,18864.0,18479.7,18637.2,0
182,2015-01-12,18632.0,18822.1,18530.1,18795.8,0
183,2015-01-13,18889.0,18920.7,18642.8,18707.2,0
184,2015-01-14,18670.4,18769.7,18517.9,18603.8,0
185,2015-01-15,19340.4,19410.4,19061.3,19235.7,0
186,2015-01-16,19274.2,19275.8,19108.3,19223.2,0
187,2015-01-19,19345.7,19434.2,19299.1,19406.1,0
188,2015-01-20,19446.8,19808.2,19446.8,19767.1,0
189,2015-01-21,19811.8,19964.9,19803.2,19843.2,0
190,2015-01-22,19898.5,19964.2,19788.7,19917.7,0
191,2015-01-23,20133.8,20167.7,19967.3,20072.7,0
192,2015-01-27,20179.8,20609.2,20098.2,20555.2,0
193,2015-01-28,20507.5,20907.6,20435.0,20491.8,0
194,2015-01-29,20475.7,20579.0,20338.9,20528.6,0
195,2015-01-30,20600.7,20600.7,19732.4,19843.8,0
196,2015-02-02,19778.9,19991.4,19564.5,19865.9,0
197,2015-02-03,19941.7,19963.7,19303.5,19382.9,0
198,2015-02-04,19423.2,19423.2,19113.3,19174.0,0
199,2015-02-05,19170.2,19444.7,18977.9,19051.9,0
200,2015-02-06,19066.2,19119.7,18740.3,18786.7,0
201,2015-02-09,18650.0,18667.1,18379.6,18403.8,0
202,2015-02-10,18242.9,18933.7,18226.9,18752.5,0
203,2015-02-11,18890.8,19051.8,18890.8,18940.8,0
204,2015-02-12,19073.4,19176.8,18739.8,19128.6,0
205,2015-02-13,19284.3,19441.0,19164.2,19369.7,0
206,2015-02-16,19518.8,19532.7,19127.2,19189.9,0
207,2015-02-18,19226.4,19389.8,19171.9,19296.5,0
208,2015-02-19,19296.2,19377.4,18876.2,19188.3,0
209,2015-02-20,19157.3,19307.8,18882.2,19073.6,0
210,2015-02-23,19199.2,19219.8,18835.3,18913.4,0
211,2015-02-24,18940.4,19022.2,18737.8,18883.8,0
212,2015-02-25,18969.2,19069.2,18700.2,18733.1,0
213,2015-02-26,18781.4,18795.1,18489.6,18538.1,0
214,2015-02-27,18659.7,19114.4,18654.8,19074.6,0
215,2015-02-28,19306.5,19776.9,19023.6,19691.2,0
216,2015-03-02,19954.5,20065.5,19750.8,20008.1,0
217,2015-03-03,20043.4,20043.4,19821.6,19961.2,0
218,2015-03-04,20541.7,20541.7,19555.1,19643.9,0
219,2015-03-05,19605.6,19830.3,19398.8,19748.0,0
220,2015-03-09,19545.2,19545.2,19112.7,19145.6,0
221,2015-03-10,19170.3,19271.8,18915.1,19054.4,0
222,2015-03-11,19050.3,19181.8,18917.9,19044.0,0
223,2015-03-12,19201.1,19255.9,19095.3,19141.8,0
224,2015-03-13,19359.8,19376.8,18737.3,18779.8,0
225,2015-03-16,18786.7,18912.8,18688.0,18837.3,0
226,2015-03-17,18961.3,19121.8,18781.5,19058.2,0
227,2015-03-18,19080.2,19234.4,18937.2,19147.2,0
228,2015-03-19,19345.7,19373.4,18739.8,18811.2,0
229,2015-03-20,18778.8,18782.9,18541.5,18606.3,0
230,2015-03-23,18695.1,18696.7,18409.9,18449.0,0
231,2015-03-24,18348.3,18546.2,18289.8,18331.4,0
232,2015-03-25,18364.3,18433.0,18271.6,18310.1,0
233,2015-03-26,18138.8,18224.1,17729.1,17831.7,0
234,2015-03-27,18013.7,18092.4,17719.3,18044.8,0
235,2015-03-30,18160.2,18393.2,18089.4,18361.8,0
236,2015-03-31,18424.1,18494.3,18158.6,18206.7,0
237,2015-04-01,18204.6,18668.8,18131.4,18617.8,0
238,2015-04-06,18702.6,18702.6,18455.2,18605.4,0
239,2015-04-07,18666.6,18669.6,18351.8,18469.3,0
240,2015-04-08,18559.6,18595.6,18381.6,18416.6,0
241,2015-04-09,18523.3,18894.8,18401.4,18875.8,0
242,2015-04-10,18869.8,18896.5,18724.9,18800.8,0
243,2015-04-13,18842.2,18890.7,18708.3,18798.2,0
244,2015-04-15,18848.7,19038.5,18615.8,18716.3,0
245,2015-04-16,18731.7,18731.7,18504.7,18637.1,0
246,2015-04-17,18618.5,18625.8,18321.8,18345.6,0
247,2015-04-20,18386.2,18500.3,17984.7,18112.8,0
248,2015-04-21,18102.3,18328.3,18036.9,18105.8,0
249,2015-04-22,18196.8,18297.2,17798.7,18243.7,0
250,2015-04-23,18350.3,18433.8,18143.8,18245.6,0
251,2015-04-24,18290.8,18290.8,17916.8,18001.9,0
252,2015-04-27,18063.6,18075.7,17738.9,17767.6,0
253,2015-04-28,17766.6,18320.1,17766.6,18246.2,0
254,2015-04-29,18255.8,18431.9,18202.4,18302.7,0
255,2015-04-30,18318.8,18430.1,18163.9,18338.1,0
256,2015-05-04,18417.5,18586.3,18350.9,18501.3,0
257,2015-05-05,18500.0,18563.1,18396.8,18471.4,0
258,2015-05-06,18436.9,18580.1,17757.7,17799.6,0
259,2015-05-07,17751.4,17751.4,17246.6,17376.9,0
260,2015-05-08,17600.2,17907.5,17600.2,17796.6,0
261,2015-05-11,17921.2,18240.7,17841.8,18199.8,0
262,2015-05-12,18193.6,18193.6,17597.8,17628.7,0
263,2015-05-13,17779.2,18127.8,17650.3,18097.4,0
264,2015-05-14,18071.0,18156.9,17806.1,18116.2,0
265,2015-05-15,18178.4,18260.3,18108.6,18183.2,0
266,2015-05-18,18274.6,18439.7,18213.8,18422.9,0
267,2015-05-19,18364.9,18556.1,18296.8,18380.4,0
268,2015-05-20,18432.6,18619.6,18432.6,18555.2,0
269,2015-05-21,18593.8,18603.8,18398.7,18513.2,0
270,2015-05-22,18560.8,18755.4,18354.6,18433.3,0
271,2015-05-25,18405.1,18475.6,18302.5,18324.8,0
272,2015-05-26,18339.1,18378.2,18226.0,18329.3,0
273,2015-05-27,18299.7,18561.5,18236.2,18538.8,0
274,2015-05-28,18562.8,18639.7,18381.8,18449.2,0
275,2015-05-29,18486.4,18751.2,18461.4,18721.3,0
276,2015-06-01,18721.2,18832.5,18598.7,18617.0,0
277,2015-06-02,18656.1,18656.1,17932.3,17977.3,0
278,2015-06-03,17978.2,17978.2,17567.2,17721.4,0
279,2015-06-04,17757.3,17777.9,17469.7,17719.2,0
280,2015-06-05,17679.9,17786.5,17506.2,17549.2,0
281,2015-06-08,17542.5,17561.4,17358.4,17432.6,0
282,2015-06-09,17413.4,17560.5,17392.9,17489.9,0
283,2015-06-10,17485.9,17782.0,17485.9,17707.2,0
284,2015-06-11,17819.6,17821.9,17264.2,17304.4,0
285,2015-06-12,17298.4,17551.3,17174.7,17523.6,0
286,2015-06-15,17499.3,17579.0,17366.2,17458.7,0
287,2015-06-16,17368.4,17651.9,17293.4,17602.4,0
288,2015-06-17,17681.2,17692.6,17533.4,17584.1,0
289,2015-06-18,17661.9,17797.3,17630.7,17733.6,0
290,2015-06-19,17758.9,17935.3,17730.7,17880.8,0
291,2015-06-22,17956.6,18420.9,17950.6,18334.5,0
292,2015-06-23,18414.6,18499.6,18287.2,18391.3,0
293,2015-06-24,18403.9,18499.8,18304.9,18365.6,0
294,2015-06-25,18312.8,18539.2,18278.7,18492.9,0
295,2015-06-26,18461.6,18461.6,18199.2,18371.5,0
296,2015-06-29,17962.5,18291.8,17821.9,18241.2,0
297,2015-06-30,18204.8,18342.5,18086.8,18296.1,0
298,2015-07-01,18275.6,18629.2,18261.9,18581.6,0
299,2015-07-02,18605.1,18642.8,18513.3,18585.6,0
300,2015-07-03,18535.7,18756.7,18535.7,18729.7,0
301,2015-07-06,18488.3,18855.9,18417.3,18825.2,0
302,2015-07-07,18794.1,18980.7,18713.2,18798.5,0
303,2015-07-08,18579.7,18669.4,18402.8,18463.2,0
304,2015-07-09,18442.2,18584.0,18409.2,18508.7,0
305,2015-07-10,18584.9,18767.8,18534.6,18719.8,0
306,2015-07-13,18753.8,18929.2,18657.6,18893.6,0
307,2015-07-14,18913.8,18940.8,18734.4,18780.2,0
308,2015-07-15,18801.5,18894.9,18773.9,18816.2,0
309,2015-07-16,18870.5,19195.4,18867.5,19168.1,0
310,2015-07-17,19175.3,19229.1,19069.3,19094.7,0
311,2015-07-20,19126.1,19149.1,18852.7,19032.7,0
312,2015-07-21,19042.9,19101.5,18702.4,18723.4,0
313,2015-07-22,18683.3,19038.2,18613.6,18997.0,0
314,2015-07-23,18990.8,19091.4,18819.2,18865.0,0
315,2015-07-24,18832.4,18860.8,18613.6,18635.8,0
316,2015-07-27,18566.6,18566.6,18187.4,18213.1,0
317,2015-07-28,18250.7,18379.1,18174.2,18282.8,0
318,2015-07-29,18331.6,18383.7,18264.3,18323.4,0
319,2015-07-30,18383.0,18521.8,18367.2,18440.4,0
320,2015-07-31,18489.8,18828.8,18474.8,18729.8,0
321,2015-08-03,18782.7,19016.4,18782.7,18914.7,0
322,2015-08-04,18968.2,19067.3,18758.9,18972.6,0
323,2015-08-05,19047.3,19103.7,18868.7,18928.6,0
324,2015-08-06,18946.3,19100.6,18830.4,19029.3,0
325,2015-08-07,18992.8,19019.7,18849.2,18893.6,0
326,2015-08-10,18926.1,19071.3,18781.3,18875.0,0
327,2015-08-11,18918.6,18918.6,18555.5,18616.9,0
328,2015-08-12,18515.2,18515.2,18034.8,18059.8,0
329,2015-08-13,18211.5,18359.2,18080.5,18175.4,0
330,2015-08-14,18275.5,18766.0,18193.1,18723.6,0
331,2015-08-17,18763.1,18896.4,18580.7,18822.1,0
332,2015-08-18,18862.2,18874.1,18595.5,18780.8,0
333,2015-08-19,18753.4,18803.5,18636.1,18703.2,0
334,2015-08-20,18533.2,18711.3,18219.9,18283.1,0
335,2015-08-21,17978.2,18118.8,17842.1,18057.2,0
336,2015-08-24,17446.3,17446.3,16740.7,16811.8,0
337,2015-08-25,17084.2,17269.2,16670.6,17192.8,0
338,2015-08-26,17113.1,17172.2,16875.5,16917.7,0
339,2015-08-27,17175.7,17249.5,17061.8,17214.4,0
340,2015-08-28,17425.3,17569.8,17099.8,17211.9,0
341,2015-08-31,17137.2,17353.3,17028.9,17146.6,0
342,2015-09-01,16983.8,16983.8,16436.8,16530.3,0
343,2015-09-02,16703.9,16714.5,16218.7,16252.7,0
344,2015-09-03,16404.9,16607.4,16320.5,16555.4,0
345,2015-09-04,16444.2,16444.2,15933.2,16129.1,0
346,2015-09-07,16222.2,16273.3,15762.2,15790.1,0
347,2015-09-08,15888.5,16419.0,15819.5,16351.0,0
348,2015-09-09,16658.3,16781.6,16462.4,16631.5,0
349,2015-09-10,16351.8,16711.6,16192.2,16597.7,0
350,2015-09-11,16682.2,16781.2,16518.8,16612.6,0
351,2015-09-14,16596.5,16937.9,16525.2,16911.8,0
352,2015-09-15,16905.8,16919.4,16681.6,16739.6,0
353,2015-09-16,16885.2,17015.8,16780.2,16964.8,0
354,2015-09-18,17184.2,17602.0,17156.2,17409.2,0
355,2015-09-21,17186.1,17571.3,17178.8,17542.9,0
356,2015-09-22,17574.6,17652.3,16946.2,17031.2,0
357,2015-09-23,16783.8,17309.7,16759.0,17255.3,0
358,2015-09-24,17206.1,17283.1,17070.6,17196.7,0
359,2015-09-28,17286.2,17384.8,17073.9,17100.3,0
360,2015-09-29,16859.8,17461.3,16648.3,17281.2,0
361,2015-09-30,17404.8,17449.8,17100.2,17216.3,0
362,2015-10-01,17362.9,17390.6,17111.7,17150.2,0
363,2015-10-05,17373.6,17699.8,17362.7,17674.1,0
364,2015-10-06,17822.7,17827.2,17493.8,17605.3,0
365,2015-10-07,17577.5,17674.6,17500.3,17616.8,0
366,2015-10-08,17622.8,17622.8,17401.2,17474.3,0
367,2015-10-09,17640.4,17749.6,17498.4,17590.2,0
368,2015-10-12,17642.6,17759.8,17546.9,17583.2,0
369,2015-10-13,17530.6,17632.2,17473.7,17554.8,0
370,2015-10-14,17453.0,17598.1,17434.1,17543.2,0
371,2015-10-15,17604.4,17752.7,17582.8,17686.1,0
372,2015-10-16,17701.5,17947.8,17583.6,17912.8,0
373,2015-10-19,17911.7,17954.9,17817.9,17855.1,0
374,2015-10-20,17843.7,17940.4,17755.7,17830.2,0
375,2015-10-21,17814.6,17891.8,17565.3,17710.6,0
376,2015-10-23,17859.8,17980.5,17852.6,17934.1,0
377,2015-10-26,18027.1,18029.1,17798.7,17815.1,0
378,2015-10-27,17738.4,17855.3,17738.4,17806.3,0
379,2015-10-28,17589.3,17682.4,17281.4,17373.2,0
380,2015-10-29,17388.4,17400.2,17178.8,17212.2,0
381,2015-10-30,17249.9,17399.1,17170.3,17354.5,0
382,2015-11-02,17351.4,17372.2,17208.9,17340.6,0
383,2015-11-03,17436.5,17466.2,17265.1,17325.6,0
384,2015-11-04,17449.0,17449.0,17175.7,17221.1,0
385,2015-11-05,17166.4,17166.4,16957.3,16995.1,0
386,2015-11-06,17003.0,17143.6,16911.6,17086.5,0
387,2015-11-09,16667.9,17069.0,16587.2,17003.0,0
388,2015-11-10,16895.2,17047.3,16805.1,16836.0,0
389,2015-11-11,16944.7,17016.8,16935.9,16956.0,0
390,2015-11-13,16829.3,16962.6,16741.8,16932.8,0
391,2015-11-16,16881.7,17230.5,16855.5,17184.9,0
392,2015-11-17,17302.6,17302.6,17028.2,17140.4,0
393,2015-11-18,17108.9,17186.7,16787.6,16812.1,0
394,2015-11-19,16944.3,17110.3,16874.7,17071.9,0
395,2015-11-20,17022.7,17262.8,16931.3,17055.6,0
396,2015-11-23,17120.2,17126.3,16969.3,17060.2,0
397,2015-11-24,17012.8,17108.4,16964.9,16988.7,0
398,2015-11-26,16988.2,17111.4,16972.6,17036.6,0
399,2015-11-27,17095.2,17403.7,17049.6,17370.9,0
400,2015-11-30,17336.2,17498.3,17336.2,17430.4,0
401,2015-12-01,17456.8,17495.4,17353.8,17398.6,0
402,2015-12-02,17457.2,17470.8,17164.0,17218.5,0
403,2015-12-03,17137.8,17219.0,17080.2,17110.1,0
404,2015-12-04,17009.4,17009.4,16880.3,16897.3,0
405,2015-12-07,17018.0,17031.8,16921.8,16947.0,0
406,2015-12-08,16888.7,16943.1,16783.7,16801.2,0
407,2015-12-09,16762.2,16868.6,16626.6,16660.8,0
408,2015-12-10,16697.2,16745.2,16573.2,16711.1,0
409,2015-12-11,16751.3,16758.7,16260.1,16342.5,0
410,2015-12-14,16212.4,16440.8,16205.8,16350.7,0
411,2015-12-15,16342.3,16425.2,16188.0,16398.7,0
412,2015-12-16,16464.5,16640.4,16363.9,16579.4,0
413,2015-12-17,16704.1,16771.8,16544.7,16741.5,0
414,2015-12-18,16719.4,16737.7,16572.8,16594.3,0
415,2015-12-21,16593.4,16848.6,16580.7,16825.2,0
416,2015-12-22,16810.7,16946.1,16704.2,16749.2,0
417,2015-12-23,16828.3,16913.2,16812.5,16882.5,0
418,2015-12-24,16926.9,16939.6,16756.9,16811.0,0
419,2015-12-28,16843.4,17019.0,16843.4,16979.2,0
420,2015-12-29,16988.3,17045.6,16921.2,16991.4,0
421,2015-12-30,16997.5,17011.3,16889.1,16917.9,0
422,2015-12-31,16916.1,16972.2,16896.7,16922.2,0
423,2016-01-01,16932.5,17067.4,16824.1,17039.2,0
424,2016-01-04,16966.3,16966.3,16575.4,16599.2,0
425,2016-01-05,16652.1,16670.2,16474.8,16542.5,0
426,2016-01-06,16505.4,16614.9,16377.7,16433.2,0
427,2016-01-07,16256.5,16256.5,16049.8,16073.8,0
428,2016-01-08,16135.4,16229.0,16104.1,16142.7,0
429,2016-01-11,15979.0,16156.8,15840.6,16016.2,0
430,2016-01-12,16080.4,16080.4,15699.4,15734.8,0
431,2016-01-13,15835.0,15956.2,15532.2,15871.8,0
432,2016-01-14,15612.1,15803.2,15453.4,15609.8,0
433,2016-01-15,15621.8,15650.7,15154.3,15206.3,0
434,2016-01-18,15165.2,15270.4,14957.0,15020.8,0
435,2016-01-19,15086.8,15338.2,15086.8,15269.7,0
436,2016-01-20,15059.5,15533.5,14754.7,14935.5,0
437,2016-01-21,15132.2,15364.6,14918.2,15101.2,0
438,2016-01-22,15343.2,15575.7,15274.9,15497.5,0
439,2016-01-25,15667.0,15682.7,15495.1,15561.2,0
440,2016-01-27,15648.4,15674.0,15442.2,15534.6,0
441,2016-01-28,15569.5,15572.2,15349.8,15381.5,0
442,2016-01-29,15140.2,15554.9,15136.8,15522.4,0
443,2016-02-01,15547.8,15565.5,15281.3,15314.5,0
444,2016-02-02,15353.6,15463.5,15018.8,15068.0,0
445,2016-02-03,14897.4,14947.8,14777.8,14834.0,0
446,2016-02-04,14969.2,14978.3,14761.4,14869.2,0
447,2016-02-05,14928.2,15211.9,14890.9,15162.0,0
448,2016-02-08,15206.3,15367.9,14960.1,15046.8,0
449,2016-02-09,14830.4,14964.9,14760.8,14875.1,0
